method,lambda,restart,objective,success,L0,A,C,alpha
MTL,0.99,29,0.0006387923735220002,True,2.0301192828345367,24.529569916552422,0.00018612948395620337,0.3679922496459341
MTL,0.99,30,0.012378880551273124,True,2.0125021558361906,11.973212525299369,0.0005794752886533091,0.25746085317386624
MTL,0.99,31,1e+30,True,2.5621517868436787,132.8267969855242,0.07699389941105478,0.6516782173194064
MTL,0.99,32,1e+30,True,1.8608296736761634,300.89724541874335,1.316759133700118,0.7136338264293738
MTL,0.99,33,1e+30,True,2.0780254865474377,27.196261287115473,0.0691103369745185,0.380972797279757
MTL,0.99,34,0.0006793367513350806,True,1.9266607954787571,22.62765686285669,1e-10,0.34718780865509835
MTL,0.99,35,1e+30,True,1.8854893822035814,50.11079763081287,3.0320604934572386,0.45584082038961005
MTL,0.99,36,0.0009999588303531517,True,2.458984434790789,102.95700012116406,1e-10,0.619907048015006
MTL,0.99,37,1e+30,True,2.402442665007222,20290.963348821286,0.07515455632460061,1.3646311162995581
MTL,0.99,38,0.02631867884165606,True,2.506744169451419,8.385627956403606,0.00020411125243120616,0.2464914347915069
MTL,0.99,39,1e+30,True,2.4045105339414796,6.163178728651234,1.3367625893980568,0.19254524253395447
MTL,0.99,40,0.00042330265112022476,True,2.3606729834470332,9.166441212018459,0.0014200413524072825,0.30935771275398444
MTL,0.99,41,1e+30,True,1.935867656479406,60.63240340121678,0.7491666322121028,0.48686074331137563
MTL,0.99,42,1e+30,True,1.9541469982657262,10.026056653574352,0.044914445714377596,0.2276534312573163
MTL,0.99,43,1e+30,True,1.7834796051135031,44.7475042689939,0.46682761159784114,0.43274274920183214
MTL,0.99,44,1e+30,True,2.101203647842681,14.645009939355328,0.13786305651000486,0.29310919919566597
MTL,0.99,45,1e+30,True,2.4475537016884577,111.37676742536858,2.6415041562872923,0.615334308885173
MTL,0.99,46,1e+30,True,1.7861479880433642,654.7962361794874,0.32669492093693264,0.8212840897518563
MTL,0.99,47,1e+30,True,2.0218990327257145,1896.8868327909033,0.19591826585002867,0.9912683694661658
MTL,0.99,48,1e+30,True,2.0273176936740755,316.5426049954751,0.3532817024127289,0.7325064067731137
MTL,0.99,49,0.02120830725212629,True,2.038394524749725,8.20064542162982,0.00029091286832776185,0.20454986009146842
MTL,0.993,0,0.001740562413236673,True,2.1362637389955497,219.05378944850906,1e-10,0.6120756213349863
MTL,0.993,1,0.0001973139907724275,True,2.8622136720669187,48142.04853378985,0.0016258189547206127,1.5128635304355413
MTL,0.993,2,1e+30,True,2.5658148493871504,17.191954618491167,0.04706654558900703,0.35611008950443157
MTL,0.993,3,1e+30,True,2.415685258332633,5.017108936327262,0.5295058815393574,0.1637633219751481
MTL,0.993,4,1e+30,True,1.801823623899542,47.10928753177335,1.723057614321253,0.441371769935815
MTL,0.993,5,1e+30,True,2.6054086651418844,11.283985760779046,0.612808617341984,0.29912458369947187
MTL,0.993,6,0.0004142162530186948,True,2.3382195355593876,11.473816382413974,0.0008850002940886971,0.33021443186524513
